Прайс-лист на 18 июня 2018 г.;;;;;;;;;
Курс 61;;;;;;;;;
Ценовая группа;;ВАШ ЗАКАЗ;Розница;1 Оптовая У.Е.;;;;;
Артикул;Номенклатура;;руб.;У.Е;;;;;
;;;Включает НДС;Включает НДС;;;;;
;;;Цена;Цена;;;;;
;;;;;;;;;
;Товары;;;;;;;;
;Набор для заправки BURSTEN Plug-n-Print ;;;;;;;;
2779815257302.0;Чернила EIM 1800OP SuperChrome для картриджей EPS T054 OPTIMISER, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2779815257333.0;Чернила EIM 1800PB SuperChrome для картриджей EPS T054 PHOTO BLACK, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2779815257272.0;Чернила EIM 1800R SuperChrome для картриджей EPS T054 RED, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2779815257265.0;Чернила EIM 1800Y SuperChrome для картриджей EPS T054 YELLOW, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090318.0;Чернила EIM 1900C SuperChrome для картриджей EPS T087 CYAN, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090332.0;Чернила EIM 1900M SuperChrome для картриджей EPS T087 MAGENTA, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090325.0;Чернила EIM 1900MB SuperChrome для картриджей EPS T087 MATTE BLACK, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090370.0;Чернила EIM 1900OP SuperChrome для картриджей EPS T087 OPTIMISER, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090356.0;Чернила EIM 1900Or SuperChrome для картриджей EPS T087 ORANGE, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090349.0;Чернила EIM 1900PB SuperChrome для картриджей EPS T087 PHOTO BLACK, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090387.0;Чернила EIM 1900R SuperChrome для картриджей EPS T087 RED, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090363.0;Чернила EIM 1900Y SuperChrome для картриджей EPS T087 YELLOW, 250 мл Ink-Mate;;650.0;6.86;;;;;i7WE
2773107090639.0;Чернила EIM 200BK для картриджей EPS L100/L200 BLACK (аналог EIM 110A), 250 мл Ink-Mate;;405.0;4.06;;;;;i7WE
2773107090646.0;Чернила EIM 200C для картриджей EPS L100/L200 CYAN (аналог EIM 110C), 250 мл Ink-Mate;;355.0;3.76;;;;;i7WE
2773107090653.0;Чернила EIM 200M для картриджей EPS L100/L200 MAGENTA (аналог EIM 110M), 250 мл Ink-Mate;;355.0;3.76;;;;;i7WE
2773107090660.0;Чернила EIM 200Y для картриджей EPS L100/L200 YELLOW (аналог EIM 110Y), 250 мл Ink-Mate;;355.0;3.76;;;;;i7WE
2773107090455.0;Чернила EIM 2400C SuperChrome для картриджей EPS T059 CYAN, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090462.0;Чернила EIM 2400LB SuperChrome для картриджей EPS T059 LIGHT BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090479.0;Чернила EIM 2400LC SuperChrome для картриджей EPS T059 LIGHT CYAN, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090486.0;Чернила EIM 2400LLB SuperChrome для картриджей EPS T059 LIGHT LIGHT BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090493.0;Чернила EIM 2400LM SuperChrome для картриджей EPS T059 LIGHT MAGENTA, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090509.0;Чернила EIM 2400M SuperChrome для картриджей EPS T059 MAGENTA, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090516.0;Чернила EIM 2400MB SuperChrome для картриджей EPS T059 MATTE BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090523.0;Чернила EIM 2400PB SuperChrome для картриджей EPS T059 PHOTO BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090530.0;Чернила EIM 2400Y SuperChrome для картриджей EPS T059 YELLOW, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090585.0;Чернила EIM 2880C SuperChrome для картриджей EPS T096 CYAN, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090554.0;Чернила EIM 2880LB SuperChrome для картриджей EPS T096 LIGHT BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090615.0;Чернила EIM 2880LC SuperChrome для картриджей EPS T096 LIGHT CYAN, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090561.0;Чернила EIM 2880LLB SuperChrome для картриджей EPS T096 LIGHT LIGHT BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090622.0;Чернила EIM 2880LM SuperChrome для картриджей EPS T096 LIGHT MAGENTA, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090592.0;Чернила EIM 2880M SuperChrome для картриджей EPS T096 MAGENTA, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090578.0;Чернила EIM 2880MB SuperChrome для картриджей EPS T096 MATTE BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090547.0;Чернила EIM 2880PB SuperChrome для картриджей EPS T096 PHOTO BLACK, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2773107090608.0;Чернила EIM 2880Y SuperChrome для картриджей EPS T096 YELLOW, 250 мл Ink-Mate;;760.0;7.99;;;;;i7WE
2779815257746.0;Чернила EIM 290A для картриджей EPS T0821  BLACK, 250 мл Ink-Mate;;370.0;3.66;;;;;i7WE
2779815257708.0;Чернила EIM 290C для картриджей EPS T0822 CYAN, 250 мл Ink-Mate;;335.0;3.54;;;;;i7WE
2779815257753.0;Чернила EIM 290LC для картриджей EPS T0825 LIGHT CYAN, 250 мл Ink-Mate;;335.0;3.54;;;;;i7WE
2779815257722.0;Чернила EIM 290LM для картриджей EPS T0826 LIGHT MAGENTA, 250 мл Ink-Mate;;335.0;3.54;;;;;i7WE
2779815257715.0;Чернила EIM 290M для картриджей EPS T0823 MAGENTA, 250 мл Ink-Mate;;335.0;3.54;;;;;i7WE
2779815257739.0;Чернила EIM 290Y для картриджей EPS T082 YELLOW, 250 мл Ink-Mate;;335.0;3.54;;;;;i7WE
2779815257425.0;Чернила EIM 300A для картриджей EPS T0481 BLACK, 250 мл Ink-Mate;;370.0;3.66;;;;;i7WE
2773107090394.0;Чернила EIM 801C  для принтеров EPS L800 CYAN, 250 мл Ink-Mate;;370.0;3.9;;;;;i7WE
2773107090431.0;Чернила EIM 801LC для принтеров EPS L800 LIGHT CYAN, 250 мл Ink-Mate;;370.0;3.9;;;;;i7WE
2773107090448.0;Чернила EIM 801LM для принтеров EPS L800 LIGHT MAGENTA, 250 мл Ink-Mate;;370.0;3.9;;;;;i7WE
2773107090400.0;Чернила EIM 801M  для принтеров EPS L800 MAGENTA, 250 мл Ink-Mate;;370.0;3.9;;;;;i7WE
2773107090417.0;Чернила EIM 801Y для принтеров EPS L800 YELLOW, 250 мл Ink-Mate;;370.0;3.9;;;;;i7WE
2773107090424.0;Чернила EIM 801А для принтеров EPS L800 BLACK, 250 мл Ink-Mate;;400.0;4.01;;;;;i7WE
2779815257777.0;Чернила EIMB 143PC для картриджей EPS T137/136, Т133/132 Cyan Pigment, (аналог EIM 100C), 250 мл Ink-Mate;;740.0;8.38;;;;;i7WE
2779815257784.0;Чернила EIMB 143PM для картриджей EPS T137/136, Т133/132 Magenta Pigment, (аналог EIM 100M), 250 мл Ink-Mate;;740.0;8.38;;;;;i7WE
2779815257791.0;Чернила EIMB 143PY для картриджей EPS T137/136, Т133/132 Yellow Pigment, (аналог EIM 100Y), 250 мл Ink-Mate;;740.0;8.38;;;;;i7WE
2779815257760.0;Чернила EIMВ 143РВк для картриджей EPS T137/136, Т133/132 Black Pigment, (аналог EIM 100A), 250 мл Ink-Mate;;740.0;8.38;;;;;i7WE
;Чернила Ink-Mate для НР 250 мл;;;;;;;;
2773008130014.0;Комплект чернил Ink-Mate HIM 311A/311С для HP Viv, 250 мл x6 ;;2280.0;24.11;;;;;i7WH
2773008130069.0;Комплект чернил Ink-Mate HIM 364PA/364С для картриджей HP Viv 178, 250 мл x5 ;;1570.0;16.55;;;;;i7WH
2773008130021.0;Комплект чернил Ink-Mate HIM 364PA/364С для картриджей HP Viv 178/920, 250 мл x4 ;;1250.0;13.23;;;;;i7WH
2773008130038.0;Комплект чернил Ink-Mate HIM 900A/900С для картриджей HP 27/56 28/57, 250 мл x4;;1340.0;14.18;;;;;i7WH
2773008130045.0;Комплект чернил Ink-Mate HIM 940A/C/M/Y для HP 940, 250x4;;2500.0;17.23;;;;;i7WH
2773008130052.0;Комплект чернил Ink-Mate HIM 941B/C/M/Y DYE для картриджей HP 8000/8500, 250 мл x4;;2460.0;25.83;;;;;i7WH
2779815257241.0;Чернила HIM 311A для картриджей HP Vivera 177/85/88/10 BLACK, 250 мл Ink-Мate;;395.0;4.14;;;;;i7WH
2779815257234.0;Чернила HIM 311C для картриджей HP Vivera 177/85/88/10 CYAN, 250 мл Ink-Мate;;395.0;4.14;;;;;i7WH
2779815257203.0;Чернила HIM 311LC для картриджей HP Vivera 177/85/88/10 LIGHT CYAN, 250 мл Ink-Мate;;360.0;3.78;;;;;i7WH
2779815257197.0;Чернила HIM 311LM для картриджей HP Vivera 177/85/88/10 LIGHT MAGENTA, 250 мл Ink-Мate;;360.0;3.78;;;;;i7WH
2779815257227.0;Чернила HIM 311M для картриджей HP Vivera 177/85/88/10 MAGENTA, 250 мл Ink-Мate;;395.0;4.14;;;;;i7WH
2779815257210.0;Чернила HIM 311Y для картриджей HP Vivera 177/85/88/10 YELLOW, 250 мл Ink-Мate;;395.0;4.14;;;;;i7WH
2773107090073.0;Чернила HIM 364A для картриджей HP 178 PHOTO BLACK, 250 мл  Ink-Мate;;315.0;3.32;;;;;i7WH
2773107090097.0;Чернила HIM 364C для картриджей HP 178 CYAN, 250 мл  Ink-Мate;;315.0;3.32;;;;;i7WH
2773107090080.0;Чернила HIM 364M для картриджей HP 178 MAGENTA, 250 мл  Ink-Мate;;315.0;3.32;;;;;i7WH
2773107090103.0;Чернила HIM 364PA для картриджей HP 178 BLACK PIGMENT, 250 мл  Ink-Мate;;315.0;3.32;;;;;i7WH
2773107090066.0;Чернила HIM 364Y для картриджей HP 178 YELLOW, 250 мл  Ink-Мate;;315.0;3.32;;;;;i7WH
2779815257173.0;Чернила HIM 900A для картриджей HP 27/56 BLACK PIGMENT, 250 мл  Ink-Mate;;340.0;3.54;;;;;i7WH
2779815257166.0;Чернила HIM 900C для картриджей HP 28/57 CYAN, 250 мл  Ink-Mate;;340.0;3.54;;;;;i7WH
2779815257159.0;Чернила HIM 900M для картриджей HP 28/57 MAGENTA, 250 мл  Ink-Mate;;340.0;3.54;;;;;i7WH
2779815257142.0;Чернила HIM 900Y для картриджей HP 28/57 YELLOW, 250 мл  Ink-Mate;;340.0;3.54;;;;;i7WH
2773107090301.0;Чернила HIM 940A для НР 940 BLACK PIGMENT, 250 мл Ink-Mate;;630.0;6.62;;;;;i7WH
2773107090271.0;Чернила HIM 940C для НР 940 CYAN PIGMENT, 250 мл Ink-Mate;;630.0;6.62;;;;;i7WH
2773107090288.0;Чернила HIM 940M для НР 940 MAGENTA PIGMENT, 250 мл Ink-Mate;;630.0;6.62;;;;;i7WH
2773107090295.0;Чернила HIM 940Y для НР 940 YELLOW PIGMENT, 250 мл Ink-Mate;;630.0;6.62;;;;;i7WH
2773107090707.0;Чернила HIM 941B DYE для НР 8000/8500 BLACK, 250 мл Ink-Mate;;460.0;4.84;;;;;i7WH
2773107090677.0;Чернила HIM 941C DYE для НР 8000/8500 CYAN, 250 мл Ink-Mate;;460.0;4.84;;;;;i7WH
2773107090684.0;Чернила HIM 941M DYE для НР 8000/8500 MAGENTA, 250 мл Ink-Mate;;460.0;4.84;;;;;i7WH
2773107090691.0;Чернила HIM 941Y DYE для НР 8000/8500 YELLOW, 250 мл Ink-Mate;;460.0;4.84;;;;;i7WH
;Чернила Ink-Mate 0,5 литра оригинальная упаковка Alphachem Co.;;;;;;;;
;Комплект чернил EIM 200 для EPS L100/L200 (оригинальная упаковка Alphachem Co.), 500 мл x4;;2660.0;23.69;;;;;i7XE
;Комплект чернил EIM 290 для EPS T082 (оригинальная упаковка Alphachem Co.), 500 мл x6;;3990.0;35.53;;;;;i7XE
;Комплект чернил EIM 801 для принтеров EPS L800 (оригинальная упаковка Alphachem Co.), 500 мл x6;;3990.0;35.53;;;;;i7XE
;Комплект чернил Ink-Mate EIMВ 143 (РBК/РC/РM/РY) для картриджей EPS, 500 мл  x4;;5700.0;59.78;;;;;i7XE
;Чернила EIM 1800 PHOTO BLACK, 500 мл ( оригинальная упаковка Alphachem Co.);;1865.0;25.59;;;;;i7X
;Чернила EIM 200 CYAN, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 200 MAGENTA, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 200 YELLOW, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 200A BLACK, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 290 CYAN, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 290 LIGHT CYAN, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 290 LIGHT MAGENTA, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 290 MAGENTA, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 290 YELLOW, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 290A BLACK, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 801 BLACK, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 801 CYAN, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 801 LIGHT CYAN, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 801 LIGHT MAGENTA, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 801 MAGENTA, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIM 801 YELLOW, 500 мл ( оригинальная упаковка Alphachem Co.);;665.0;5.92;;;;;i7X
;Чернила EIMB 143PBk Black Pigment, (аналог EIM 100A), 500 мл ( оригинальная упаковка Alphachem Co.);;1420.0;14.95;;;;;i7X
;Чернила EIMB 143PC CYAN, (аналог EIM 100C), 500 мл ( оригинальная упаковка Alphachem Co.);;1420.0;14.95;;;;;i7X
;Чернила EIMB 143PLC  LIGHT CYAN, 500 мл ( оригинальная упаковка Alphachem Co.);;1390.0;14.62;;;;;i7X
;Чернила EIMB 143PLM  LIGHT MAGENTA, 500 мл ( оригинальная упаковка Alphachem Co.);;1390.0;14.62;;;;;i7X
;Чернила EIMB 143PM MAGENTA, (аналог EIM 100M), 500 мл ( оригинальная упаковка Alphachem Co.);;1420.0;14.93;;;;;i7X
;Чернила EIMB 143PY YELLOW, (аналог EIM 100Y), 500 мл ( оригинальная упаковка Alphachem Co.);;1420.0;14.93;;;;;i7X
;Чернила HIM 970PB Black Pigment, 500 мл ( оригинальная упаковка Alphachem Co.);;880.0;8.26;;;;;i7X
;Чернила HIM 970PC Cyan Pigment, 500 мл ( оригинальная упаковка Alphachem Co.);;880.0;8.26;;;;;i7X
;Чернила HIM 970PM Magenta Pigment, 500 мл ( оригинальная упаковка Alphachem Co.);;880.0;8.26;;;;;i7X
;Чернила HIM 970PY Yellow Pigment, 500 мл ( оригинальная упаковка Alphachem Co.);;880.0;8.26;;;;;i7X
;Чернила Ink-Mate 0,5 литра ШИРОКОФОРМАТКА оригинальная упаковка Alphachem Co.;;;;;;;;
;Комплект чернил EIM 188 (188 MB/PB/C/M/Y) для картриджей EPS 7700/9700, 500 мл x 5;;6630.0;69.62;;;;;i7XE
;Чернила EIM 188 CYAN PG, 500 мл (оригинальная упаковка Alphachem Co) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 LIGHT BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 LIGHT CYAN PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 LIGHT LIGHT BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 LIGHT MAGENTA PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 MAGENTA PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 MATTE BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 PHOTO BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 188 YELLOW PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 CYAN PG, 500 мл (оригинальная упаковка Alphachem Co) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 LIGHT BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 LIGHT CYAN PG, 500 мл (оригинальная упаковка Alphachem Co.)  ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 LIGHT LIGHT BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 LIGHT MAGENTA, 500 мл (оригинальная упаковка Alphachem Co.)  ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 MAGENTA PG, 500 мл (оригинальная упаковка Alphachem Co) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 MATTE BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 PHOTO BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 980 YELLOW PG, 500 мл (оригинальная упаковка Alphachem Co.)  ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 CYAN PG, 500 мл (оригинальная упаковка Alphachem Co) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 GREEN, 500 мл (оригинальная упаковка Alphachem Co.);;1325.0;13.92;;;;;i7X
;Чернила EIM 990 LIGHT BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 LIGHT CYAN PG, 500 мл (оригинальная упаковка Alphachem Co.)  ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 LIGHT LIGHT BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 LIGHT MAGENTA PG, 500 мл (оригинальная упаковка Alphachem Co.)  ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 MAGENTA PG, 500 мл (оригинальная упаковка Alphachem Co) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 MATTE BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 ORANGE, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 PHOTO BLACK PG, 500 мл (оригинальная упаковка Alphachem Co.) ;;1325.0;13.92;;;;;i7X
;Чернила EIM 990 YELLOW PG, 500 мл (оригинальная упаковка Alphachem Co.)  ;;1325.0;13.92;;;;;i7X
;Чернила Ink-Mate 1 л ШИРОКОФОРМАТКА  оригинальная упаковка Alphachem Co.;;;;;;;;
;Комплект чернил EIM 188 (оригинальная упаковка Alphachem Co.), 1000 мл x5;;13105.0;137.59;;;;;i7Y
;Комплект чернил EIM 188 (оригинальная упаковка Alphachem Co.), 1000 мл x9;;23590.0;247.66;;;;;i7Y
;Чернила ECIM 540 A, 1000 мл (оригинальная упаковка Alphachem Co.);;1890.0;42.0;;;;;i7Y
;Чернила ECIM 540 LM, 1000 мл (оригинальная упаковка Alphachem Co.);;1890.0;42.0;;;;;i7Y
;Чернила ECIM 540 LС, 1000 мл (оригинальная упаковка Alphachem Co.);;1890.0;42.0;;;;;i7Y
;Чернила ECIM 540 M, 1000 мл (оригинальная упаковка Alphachem Co.);;1890.0;42.0;;;;;i7Y
;Чернила ECIM 540 Y, 1000 мл (оригинальная упаковка Alphachem Co.);;1890.0;42.0;;;;;i7Y
;Чернила ECIM 540 С, 1000 мл (оригинальная упаковка Alphachem Co.);;1890.0;42.0;;;;;i7Y
;Чернила EIM 188 CYAN PG, 1000 мл (оригинальная упаковка Alphachem Co) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 LIGHT BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 LIGHT CYAN PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 LIGHT LIGHT BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 LIGHT MAGENTA PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 MAGENTA PG,  1000 мл (оригинальная упаковка Alphachem Co.);;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 MATTE BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 PHOTO BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 188 YELLOW PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 980 CYAN PG, 1000 мл (оригинальная упаковка Alphachem Co) ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 LIGHT BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 LIGHT CYAN PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 LIGHT LIGHT BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 LIGHT MAGENTA PG, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 MAGENTA PG, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 MATTE BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 Photo BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 980 YELLOW, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2340.0;24.57;;;;;i7Y
;Чернила EIM 990 CYAN PG, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 GREEN PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 LIGHT BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 LIGHT CYAN PG, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 LIGHT LIGHT BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 LIGHT MAGENTA PG, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 MAGENTA PG, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 MATTE BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 ORANGE, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 PHOTO BLACK PG, 1000 мл (оригинальная упаковка Alphachem Co.) ;;2620.0;27.52;;;;;i7Y
;Чернила EIM 990 YELLOW PG, 1000 мл (оригинальная упаковка Alphachem Co.)  ;;2620.0;27.52;;;;;i7Y
;Чернила Ink-Mate 1 литр CHERNIL.NET;;;;;;;;
;Чернила Ink-Mate для BROTHER 1 литр;;;;;;;;
2773708130017.0;Комплект чернил Ink-Mate LC41/LC900 для BROTHER (с логотипом CHERNIL.NET), 1000 мл x4;;5570.0;58.97;;;;;7YR
2770312100207.0;Чернила LC41/LC900 для картриджей BROTHER BLACK (с логотипом CHERNIL.NET) 1000 мл Ink-Mate;;1400.0;14.74;;;;;7YR
2770312100214.0;Чернила LC41/LC900 для картриджей BROTHER CYAN (с логотипом CHERNIL.NET) 1000 мл Ink-Mate;;1400.0;14.74;;;;;7YR
2770312100221.0;Чернила LC41/LC900 для картриджей BROTHER MAGENTA (с логотипом CHERNIL.NET) 1000 мл Ink-Mate;;1400.0;14.74;;;;;7YR
2770312100238.0;Чернила LC41/LC900 для картриджей BROTHER YELLOW  (с логотипом CHERNIL.NET) 1000 мл Ink-Mate;;1400.0;14.74;;;;;7YR
;Чернила Ink-Mate для CANON 1 литр;;;;;;;;
2773408130041.0;Комплект чернил  Ink-Mate CIM 521A/521C для картриджей Can 3600/4600 (CHERNIL.NET), 1000 мл x5;;5330.0;56.39;;;;;iC7Y
2773408130058.0;Комплект чернил CIM 810A/С/M/Y для картриджей Can PG-510/512, CL-511/513 (CHERNIL.NET), 1000 мл x4;;5270.0;55.74;;;;;iC7Y
2773408130010.0;Комплект чернил Ink-Mate CIM 005PA/008A/008C для Can для 4200 (с логотипом CHERNIL.NET), 1000 мл x5;;5300.0;56.01;;;;;iC7Y
2773408130034.0;Комплект чернил Ink-Mate CIM 04A/041С для Can PG-37/40/50 BK/CL-38/41/51CMY(CHERNIL.NET), 1000 мл x4;;5150.0;54.43;;;;;iC7Y
2773408130072.0;Комплект чернил СIM 720PB/MB/C/M/Y для картриджей Can 4840/4940/5240 (CHERNIL.NET), 1000 мл x5 ;;5330.0;68.67;;;;;iC7Y
2775466660119.0;Чернила CIM 005РA для картриджей CAN PGI 5 BLACK PGM (с логотипом CHERNIL.NET) 1000 мл Ink-Mate;;1060.0;11.2;;;;;iC7Y
2775466660591.0;Чернила CIM 008A для картриджей CAN CLI 8 BK (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1060.0;11.2;;;;;iC7Y
2775466660607.0;Чернила CIM 008M для картриджей CAN CLI 8 MAGENTA (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1060.0;11.2;;;;;iC7Y
